id,title,summary
186,We Made a Banhammer (feat. NerdCubed)," moderators have created a 'banhammer' to ban people from Twitch chat. The banhammer can be used to ban users for being offensive, dull, or using too many emojis. It works by sending a ban command from a server to a moderator account on Twitch. The command can then be sent back to the server to be used in the chat. It can also have as many different visual effects as it can, like smoke and sparks flying up. It also has an avatar system, which is a bit of a pain to work with. But it's a huge improvement over the old way of doing things. It's a lot of fun to play with, and it's really easy to get used to, so it's great for new players. It will be available to all users in the next few days, but it's not available yet for non-Twitch users. It is available in the UK and the US, and is available to UK and US users in Australia and Canada, with plans to roll it out to the rest of the world in the future. It has been available for a few weeks, but is still in the beta stage and is being trialled in the US and Canada. It costs £1.99 per month to use."
187,The Collapsible Crash Test Robot Car,"Global Vehicle Target is part of the EuroNCAP standard on how to test automated driving systems. It measures the radar reflectivity of a real vehicle, and even the glass, the back of the vehicle, has a certain radar signature. Thatcham Research is a not-for-profit insurance-funded research centre. The new tests will be introduced in 2020, and will include turn-across-path and junction tests. They will also look at the side of the car, and the front of it, to see if it brakes in time. The tests are being carried out on a robot platform that goes up to 50mph, which means you can test safely with both vehicles going at highway speed. The results of the tests are expected to be announced in 2020. The full report will be published in the next issue of the journal Automotive Engineering and Research, published by the Association for the Advancement of Automotive Research (AAER) on November 14th, 2015. For confidential support call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or click here."
188,Why You Don't Want To Go Viral,"In 1988, Jimmy Cauty and Bill Drummond wrote “The Manual’, or “How To Have A Number One The Easy Way’ The Manual was a tongue-in-cheek guide to success in the music industry. The advice is as relevant today as the day it was written. A single popular video does not make you a YouTube star, it makes you the person who stands up and repeats that catchphrase over and over again until everyone’s tired of it. If you’ve been tasked by your boss to ‘Make Something Popular,’ you need to learn how to survive under the spotlight. It took me more than a decade of throwingstuff at the internet, steadily building up a small following and learning my trade before I found the Things You Might Not Know format. I wouldn’t be completely bankrupt if this idea didn't work out at least a few times. There are a lot of people who are either supported by their parents, or students with a little time on their hands, or folks who have the means to support themselves. And if you are one of the lucky ones, if your project starts bringing in some money, you are even better off for it. I’m going on a last-minute sleeper train to a remote Scottish island, because it makes it better for your background for your video."
189,The Quiz That Was Shared A Million Times,"The north-south divide is an important thing in English culture. The idea of being ‘northern’ or ‘not northern’is relatable for a lot of people. ‘How Northern Are You’ quiz was one of the biggest online hits I’ve ever been involved in. A million people shared a million times on Facebook in just four days. The game had a big button that let you share your results. It was a hit pretty quickly, but the numbers kept rising and rising. At one point, we had 13,000 people playing this at the same time,and it only took a minute to play it. We’re going to roll through the English Midlands and up through northern England, and while we’'re on our way, I�’d like to tell you the story of one of my biggest online hit. The story of ‘us vs th3m’, the game that turned us all into ‘Us vs Th3m,’ is published by Hodder & Stoughton, priced £9.99. To order a copy of the book for £7.99, call the Samaritans in the UK on 08457 90 90 90, visit a local Samaritans branch or click here for details."
190,That Time I Got In Trouble With The Government,"I've been making stuff for the internetpretty much all my adult life. The first time I tried to answer that question was more than ten years ago. I thought I knew it all. But with another decade and a million subscribers under my belt since then, I can at least tell you the rules that I’ve worked by for the last 15 years or so. The short answer is: you just make stuff. The long answer… well, the best way to tell that does not start down in London. It starts down in Scotland, that’s where it all started. It started with a joke that I put together in an hour and a half. It was just a quick joke. But it was the first demonstration of a principle I now know: a project succeeding on its own is a sign of how much effort and money you've spent on it. You’ll see people complain, but I would bet that, sometimes, that is how it works. And maybe that's true, maybe that is. that's how that works. But I would like to bet that it isn't true, because I've made loads of loads and loads of things that have become popular and dirty and quick and dirty that they sank, but something quick anddirty that theyslapped together."
191,Your Private Messages Might Travel Under This Beach,"Under the Porthcurno Beach ran the original telegraph cables that linked Britain with her Empire. During the Second World War, the government's Petroleum Warfare Department installed flame throwers across the beach to try and repel anyone who might try to come ashore and sabotage what's underneath. There are still active telecom cables under the beach, although they don't surface. The Telegraph Museum in Cornwall houses the original cable hut and the cable station that now houses the museum. The cables were dragged up the beach andterminated into old valve terminations in the cable hut, and then the message was relayed underground. The length of the cablesipientamassed about 186,000 miles. They can carry up to 100 gigabytes of data every second, and can be used to talk to people all over the world, from Japan to Japan, and all the way along the way to Australia and New Zealand. It's not a coincidence that the next time you're in a group chat with someone over a video on another continent, just take a moment and remember that there is a beach near there that is not a part of Britain that you're talking to right now. It could be a big coincidence, but it's just one of many that landsomewhere in this part of the UK."
192,"I Hit 3,000-Year-Old Art with a Hammer","The Uffington White Horse is 3,000 years old. It was carved into a hill in Oxfordshire before the British isles had written history. It is by far the oldest chalking figure in the country. The Horse is weeded, scoured and rechalked every year. It would be lost if not for human intervention, and would grow back within 20 or 30 years. The mystery of the White Horse Hill is what makes it so appealing to people that come to see it. It's a very real connection with the folks that came before us, and we want to keep it that way for as long as we can, says the owner of the horse. The horse's owner: ""We're proud of the Horse here. We want it to look its best as longAs we can"" The Horse's owners: ""It's a piece of art. We don't want to lose it."" It's not easy to get a good view of it, so we're not allowed to fly a drone over it. We're taking new chalk from the quarry just behind me, 50 metres away, about 50 tonnes in all, and smashing it into the Horse with a club hammer. We hope to preserve its appearance and keep its longevity, as people have done for the last 3,00 years."
193,Testing The Sound Mirrors That Protected Britain,"These are the Sound Mirrors on Romney Marsh on the south-east coast of England. In the 1930s, these were Britain's experimental early warning system. They would pick up the low hum of an aircraft engine 27 miles out to sea. They were never used in wartime, but it does still work. The sound waves from the bass of a plane engine have a wavelength that is much longer than the whole surface of those mirrors. The mirrors are 90 years old, but they are still in good condition. They have been used to test new radar technology on the RAF Starrship channel, which is still in use today. They are also used to monitor the movement of aircraft in the sky, as well as other noise from the air, such as the hum of a propeller or the sound of a distant plane's engine. They can also be used to track the direction of approach to an incoming plane, which can be very useful in the event of an attack on the airbase. But they are also very vulnerable to damage from wind and other noise, and they have been damaged in the last few years by a drone buzzing nearby. It is hoped that a new generation of sound mirrors will be built on the Romney Marsh site in the future. They will be much more secure."
194,The Nuclear Reactor Run By Students,"The TRIGA reactor is run by students at Reed College in Portland, Oregon. It's designed to be operated by students and used as a training reactor. The water at the bottom of the reactor becomes radioactive, it has N16 in it. The radiation levels are actually very low, but the water provides sufficient shielding. The reactor doesn't get hot enough to melt down. It doesn't explode. It is safe for us to be in here while the reactor's operating. We have a special button, it's called the SCRAM button. It cuts power to those electromagnets and it automaticallyshuts the reactor down. We think we have enough uranium.to continue operating at our current rate for 100 years. Without having to change it out, we'd have to replace it every 10 years. We've got a pretty good success rate. We can put 80 things in there and get them out with a fishing rod. You need to be able to explain how the physics work, how to protect yourself from radiation and how to use the reactor to actually use the controls of the nuclear reactor. There are a couple of dozen research reactors in the U.S. alone, but there are more than a dozen in universities and research institutes. The United States alone has a student society with a lot of regulation."
195,How The 90s VHS Look Works,"The VHS look has been popular lately in music videos and other video art. Some producers will actually put their nice, crisp HD footage through an actual video recorder. But let's be honest, most won't. So, we went to Goodwill and second-hand stores and picked up VHS and SVHS decks. We used a clean reference image that we could latercompare the recorded version on the deck to. When you take an original, clean version and the post-VHS version, line them on top of each other, you can create a lookup table, which allows us to define the colour differences between the two images. The hardest part about that was just getting the tape out of the VCR decks. It's an analog format, not storing ones and zeros, it's storing patterns on a magnetic tape. There are things like what we call the pop lines, when you are recording tape and you get pieces of dust or debris or whatever stuck to the tape. One line will create a streak across the screen, then there's also a scrolling wrinkle. And there's ""at the same time next week, a programme chosen for you for you by the Algorithm""Coming up later, Disillusion, by Tom Alby, on Channel 4 at 9pm."
196,Stories I Can't Tell,"There are several tales from Canada                that I am not qualified to tell. Rather than tell them myself, I'm asking you to go and listen to some other people. There's no adverts on this video, because I would like to give some time to other people to speak. So take a moment, look at the links on screen, or if you prefer to research by reading, pull down the description. It is time for me to let some                other people have a say. And I'm not a historian, so please don't tell me what you think I am. I'm just telling you what I think I should have said, and that's all that matters. Thank you for your time, and I'll see you in the next episode of this series on Monday. Back to Mail Online home. back to the page you came from. Follow us on Twitter @dailymailonline and @cnnireport, or on Facebook @dailycoastcnn.back to the site you came From. The Daily Mail home.Back to the Daily Mail page for the next installment of this programme, on Monday, November 14. Back into the DailyMail.com, or click here for the second part of the show, on Tuesday, November 15."
197,We Should Let Some Wildfires Burn,"British Columbia has had record-breaking temperatures, droughts, and fire seasons. The Elaho wildfire in 2015 burned an area the size of Manhattan over 10 weeks. In absence of fires, the fuels have built up in the forests, and now, when we have fires, they're even more intense than they were in the past. A pilot has started a new program called Gravity by Gravity, which will try to restore ecosystems to their natural state. The pilot will be Bradley Friesen, the dog-pilot back at the U.S. base in Whistler, British Columbia, and he'll be joined by Dr. Lori Daniels at U.BC. The program will be called Gravity, by Gravity and it will be on U.B.C.'s Discovery Channel, starting at 9 p.m. ET/PT. For more information on Gravity, go to www.gravitational.com and www.stargate SG-1.com. for more information about the program, or to sign up for the Gravity channel, call 1-800-273-8255 or go to http://www.globaltv.com/globetv/programs/gravitation-by-gravit."
198,The Drink With A Human Toe In It,"The Sourtoe Cocktail is a cocktail with a severed human toe in it. The toe is a hammertoe, which was deformed and had to be removed. The toes we receive from donors are mostly anonymous. The health inspector gives us the okay to do it. It's just like having a bit of beef jerky in there, that's being used as a garnish. But the owner of the jerky would be much less likely to consent than the owners of the toe. You must be warned, the toe must not enter the mouth or mouth, or be bitten, chewed, swallowed, or a $2,500 fine will be imposed. The cocktail is served four nights a week at a bar in Dawson City, Yukon Territory, Canada, where the toe was first served in 1973. It costs $2.50 for a shot of liquor, at least 40% or higher, and the toe is still going in it, but I'm pouring off the liquor, and putting the toe in some ginger ale instead. It started in 1973, so the number could be 100,000. That's since June 11, 1995, and we are at 77,888, but that's since March 11, 1994. It is safe, I mean, the health inspector gave us the OK to do this."
199,Watching for Nuclear Attack at the Top of the World,"The shortest route between Russia and the United States is over the north pole. If the Cold War had ever become Hot, the bombs would have been going straight over here. This is Tuktoyaktuk, on the Arctic Ocean, in the Canadian Northwest Territories. It was once the military's DEW Line: the Distant Early Warning Line. The Line was built in the 1950s at a cost of around half a billion dollars. It lasted about five years until it was obsolete. Now, it is part of a modern radar defence around the whole continent that can detect basically anything inbound at any altitude. But it's still not safe to go near it, and the cleanup is still going on, so I'm not allowed to go there at all. The site is now part of the North Warning System, which detects basically anything at all altitude, including missiles and nuclear warheads, and can detect them with a radar system that's much more advanced than the one that was once used in the U.S. and the Soviet Union. The system is still in use today, but it's not as effective as it was in the '50s and '60s, when it was first put in place. For more information, visit www.northwarningsystem.org."
200,The New Highway to the Arctic Ocean,"Inuvik is a small town of about 3,000 people 200 kilometres north of the Arctic Circle. Canada doesn't just have a west and east coasts, it has a north one as well. In 2017, an all-weather highway finally opened from Inuvik to Tuktoyaktuk on the Arctic Ocean. The future of the Canadian Arctic is unknown right now, as the permafrost is melting and sea level rise is already threatening the region's water supplies. The government has closed the road, at least for now, but sooner or later, the road will be fixed and the highway will reopen, CNN's John D. Sutter says. ""We're just used to the way we're living all the time,"" says Sutter. ""This is a proper town. It's just very far north. And it's just going to be just going in a different direction now,"" Sutter adds. ""And that's going to change things here. I'm excited about it."" ""It's a very exciting time for us all,"" says Canadian Arctic expert John Defterios. ""I think we're going to see a lot of changes in the Arctic in the coming years and decades."" ""The Arctic is going to become a much more important part of our lives,"" Satter says."
201,"Freezing 200,000 Tons of Lethal Arsenic Dust","In the 20th century, morethan 200,000 tonnes of gold were extracted from the rock underneath Yellowknife, Canada. The mine closed in 2004, and the government has been left to clean up the mess. The government plans to freeze the rock around the toxic arsenic trioxide, which has no scent, no taste, and dissolves in water. Freezing the arsenic doesn't make it less toxic, but it does make it impossible for any water to seep in and then carry the arsenic out. The project could start as early as summer 2020, but the trade-offs are such that it could be as late as the summer of 2023 before the project is finished. The Canadian government is funding the project indefinitely until a different solution arises, but there's nothing on the horizon at the moment. It will take a little longer, just as fast as it did with the previous project, to get the gold back to the surface, but we'll be able to get back to work by the end of the year. It's a long way off, but I think we're on the right track, I think. It'll be a big step forward for Canada, and for the world, if we can get this project off the ground and into the real world."
202,Tilting an Icy Floor Until You Fall Over: WinterLab,"21,000 people in Ontario every winter end up in emergency rooms because they fall on the ice and snow. WinterLab at the Toronto Rehabilitation Institute tests people's ability to walk on ice. The aim is to test the boots, inform consumers what they should buy and help companies develop better boots. It's an icebox really, it's insulated. We can generate winds, we can actually make nice, white, fluffy snow, and we can control the air temperature very precisely. We are really quite confident that eventually we're going to be able to add some more snowflakes at the four and five level. We're a long way off that yet, but of course, more than half.the falls that you experience are people tripping up. I'm not deliberately trying to do that! I swear! I'm trying to be a bit of a good sport about it, you know. I mean, I'm in Toronto, Canada, and it's cold. And Toronto is cold for a lot of the year. But I'm really happy to be here. Thank you very much to the team at WinterLab. For more about their research and their research, visit the Challenging Environment Assessment Laboratories' website. For the full interview, visit CNN.com/Heroes."
203,The Town That Was Burned for Science: Aultsville,"The St. Lawrence Seaway was one of the largest public works projects in North America's history. The seaway was a 1950s expansion of small canals and waterways into a huge, navigable path for shipping between the Atlantic and the Great Lakes. The expansion came at a cost, though. The residents of Aultsville, Ontario, were told they had to move and see their old town demolished and then drowned beneath new, higher water. The researchers were scientists from the Building Research Division of the National Research Council of Canada. They burned a total of eight buildings, including six single-family homes, one two-story school, and one community hall. They got a lot of different data, including things like carbon monoxide concentration, smoke density,rise of temperature, oxygen levels. They found out that the noise levels produced by a fire was not enough to wake a sleeping occupant when the bedroom door is closed. The results from the research really helped change the way everything was built in the developed world from the 1960s onwards, because the results from this project were so valuable. The St. Louis Seaway is open to the public now, but it's not all-infrastructure like it was in the 1950s and '60s. For more information, go to: http://www.cnn.com/2013/01/29/science/science-and-design/st-lawrence-seaway."
204,The US-Canada Border Splits This Road Down The Middle,"The official line is that this is Canada and that's the USA, but both countries' maps show the road as being entirely in the US. The houses are definitely in separate countries, but the road is not quite as clear. Even on that side of the road, I am considered to be still in Canada, as long as I don't stop and walk up to an American house. There's a little bit of leniency here, if you're just nudging the border by a few centimetres. There are local stories about drunk surveyors and pranks, but no one really knows what's going on. The police turned up, lights flashing, to move along those bikers you saw earlier who were admiring the view. They had crossed the border, but they were in good spirits, but it's not tolerated no more. But you stay on the Canadian side, and you go through the front door, and it's permitted. It's not as bad as it used to be, but you have to report at customs. The rule hasn't changed much,ipiently but they're more enforced. The road doesn't run at exactly the sameangle as the border,. not precisely. But there's a sidewalk on theCanadian side, so back years ago, it was tolerated."
205,A Town Called Asbestos,"The town of Asbestos, Quebec, was named after the biggest asbestos mine in the world. The town's mayor tried to change the name in 2006, but the idea was voted down. The name attracts people like me, and viewers like you, to visit the town and document its history. But the town's residents are tired of the name, and don't want to change it. They say asbestos was part of their identity, and it was made right here by the men who worked in the mine. But it's now banned in France, after four men died from mesothelioma, a type of cancer caused by asbestos exposure. It's not clear why the town hasn't changed its name. But they say they're tired of being called 'asbestos' and 'the town with the name' by people who don't know the history, and just want to make fun of them for being called it. For more, visit CNN.com/Asbestos and the CNN iReport channel on Facebook and Twitter, or click here for more information on how to get involved in the campaign to get Asbestos banned in your country, or visit CNN's Asbestos campaign. Back to the page you came from. The Daily Discussion: How do you feel about the name Asbestos?"
206,Keeping Aircraft Safe without Radar: The North Atlantic Tracks,"Nav Canada Area Control Centre in Gander, Newfoundland, manages air traffic over the North Atlantic Ocean. There's no radar coverage up here, and no real-time view of where all the hundreds of planes currently are. Air traffic controllers use radio operators, flight service operators, and weather models to communicate with the planes. The North Atlantic tracks are the shortest, and cheapest way around the globe of the earth, and are three-dimensional. They can be separated because planes are on a different track, or because they're on different positions on the same track, by altitude. The tracks can look curved and inefficient on the flat map projections we're used to, but you've got to remember, they're great circle routes. They're running 60 nautical miles apart, which is a normal standard for our tracks, and vertical, we're using 1,000 feet. If an aircraft gets too tight, as soon as an aircraft, interjects and says, ""okay, you up, speed up, or speed down, right?"" the plane will slow down, or stop. If a plane has an emergency, they have contingency procedures that say, ""you have to climb, or descend, or whatever is necessary"" If you're flying over the Atlantic, these are some of the people keeping you safe."
207,⚫ How The Black Point Message Crashes Android Apps,"Text rendering bugs are nowpretty commonplace and pretty dull. But there is something interesting in the characters used to do it this time round. Hidden inside the Black Spot text are about two thousand characters that swap the direction of text back and forth. These invisible characters have been used for quite a bit of trickery over the years. They're just regular characters that have a width of zero and a height of one. But they can also tell the text rendering system to go left-to-right or right- to-left. The Unicode Bidirectional Algorithm defines several types of invisible characters that tell theText Renderer to go right to left or left to left. They can be used to trick people into writing wrong-way text on the web. It's really confusing and boring, but I've put a link to the description below if you do want to know the details. Back to the page you came from. Click here to read the rest of the blog post. Follow us on Twitter @CNNOpinion and @reportersPowered by Facebook and Google+. Back to Mail Online home. Back To the pageyou came from, click here for the page that was originally posted. Click HERE to follow the blog on Twitter and @ReportersPepper."
208,2½ Hours of Unedited Garlic Bread Flight Footage,"- So you're going to take off in that direction?- Yeah. I'll be running away with the wind a bit. I like how that sounded good. I'm going to say ""this is not a normal video"", and I'm just going to keep shouting after the camera. It's going to be a bit of a mad dash, but it'll be worth it. We're sending garlic bread to the edge of space. We'll see you on the other side of the world. I hope you enjoy the video. I will see you in a few days. I love you all. I miss you all very much. Back to Mail Online home. back to the page where you came from. Click here to read the rest of the interview with David Walliams, the author of the book, The Man Who Captured The World. Back into the page you came From. The Man who Captured the World, by David Wallium, is published by Simon & Schuster, priced £16.99. To order your copy, call the Mail Online newsdesk on 08457 90 90 90 or visit www.mailonline.co.uk/news/features/the-man-who-captured-the-world-in-a-mad dash, or click here for details."
209,"We Sent Garlic Bread to the Edge of Space, Then Ate It","We're going as high as we can with this payload. It's very cold on the way up. It gets warmer as you approach that sort of altitude. The atmosphere's so thin up there, about 1% of the pressure at ground level, that it's close enough. We're going to send half up with the balloon and then leave half on earth for a real taste test. As it goes up, the atmosphere is getting thinner and thinner and there's less and less air pushing in. Eventually the balloon will pop and the equipment will parachute down to the ground. And we'll go and recover it. We normally predict the landing spot within about five miles when we launch the balloon. They send a signal with a GPS position to theground and that's put on a map and we chase the balloon's predicted landing spot. We've never lost one. I've done lots of high-altitude ballooning for about 10 years. Sent one to its doom a couple of times. I think they're still running. I suppose, at least, we've got at least two cameras I suppose still running, so we're okay to go. Oh dear! Let it do it! I think this is the way-Well, I think it's just on the end of that row."
210,"G-Force, Jerk, and Passing Out In A Centrifuge","In the 1950s, the US Air Force used rocket sleds to push volunteers to incredible speeds. USAF flight surgeon John Stapp holds the record for the highest sustained g-force anyone has ever voluntarily endured, 25g for 1.1 seconds. G-induced consciousness or G-LOC-LOC is not dangerous in itself, but when you're flying an aircraft you're not able to fly that well. The real point is when you lose your head, you could even lose consciousness, and we term that g-loss of consciousness as 'gasping' and 'g-induced loss of consciousness' The Royal Air Force's centrifuge has been at Farnborough since 1955 and is used for training pilots as much as it is for research. The first time pilots go on the centrifuge, they expect them to get up to 5g without a g-suit, and then up to 7g with an anti-g-suit. The centrifuge doesn't have much jerk, about 1g per second, which is the difference between a rocket to space and a fighter jet, where manoeuvres might change the G force acting on you in a fraction of a second. It can go further than that, and it can measure the rate of change of jerk which is called snap or jounce."
211,Making an International Standard Cup of Tea,"The International Standard Cup of Tea is the first of its kind. It's not meant to make the perfect cup of tea, but a reproducible one. To make it, you have to buy a copy of the standard and use specialist equipment. It tastes okay, but as far as I can tell, it isn't perfect. But it's close enough to being the most British cup of Tea you've ever had. The instructions are pretty simple: measure out 2g of tea per 100ml of water, plus or minus 2%. And then you let it steep for six minutes, which seems a bit long, but hey, that's the standard. The standard doesn't ask for any of that. It just tells you what to do, and how to do it. But there's a separate standard, ISO 1839, on how you actually sample it, and what you report. And it doesn't matter: there is no perfect cup, only the right one for you. The first International StandardCup of Tea can be found on the internet at: http://www.iso.org.uk/standard/cup-of-tea-for-online-cups.html. For more information on the International Standard for Tea, visit: www.isos.org/standard.uk. For regular tea at home, make your tea in a mug or bowl."
212,The US President's Bulletproof Railcar,"U.S. President Franklin D. Roosevelt was the first sitting U.s. President to fly in an airplane, back in 1943. But for most of his presidency, he used a very different form of travel, the Air Force One. The car is the heaviest rail car ever built, weighing 285,000 pounds. It was never painted red, white, and blue, and was always painted Pullman green. It is the only car in the world that is not armor-proofed, and it has two escape hatches in the car. It has a toilet, a lavatory, a bathroom, and a dining room. It also has a pressurised bathroom, a shower room, a gym and a gymnasium. But it also has an office, a kitchen, a laundry room and a utility room. The President's office is in the back of the car, where he would sign papers and sign autographs. He would then go out and give speeches to the crowd. He used to make up to eight speeches a day, but now he only makes one a week. He has a private office in the White House, and he uses it to make speeches to his staff. He also uses it for personal errands, such as picking up and dropping off his mail."
213,The 1940s Mermaid Show That's Still Pulling Crowds,"The Weeki Wachee mermaid show has been running for more than 70 years. The water is 74.2° year-round in the natural spring at the top of a massive system of caverns. Hundreds of millions of litres of water force its way out of the ground every day. The show attracts turtles, otters, manatees and alligators. The state of Florida bought the attraction in 2008 in an effort to save it from becoming ""retro"" ""Retro"" can be a good thing, says one of the show's performers. ""We do a lot of dealing with kids in the community and that's really a really good part of the job,"" says Newt Perry, a former diver and diver for the U.S. Navy. ""Being a mermaid is the best job any one could ask for,"" he says. ""It's a living history that still has a day that still shows that you're still a bit of a living legend in our community"" ""We're not just a place to swim in the water. We're a place that's a part of Florida's history,"" says another mermaid, ""and we're proud to be part of that history"" ""I think that's the most important thing that we can ever do,"" says Perry. ""I'm here to make a difference."""
214,How Formation Flying Works (feat. the Red Arrows!),"The Red Arrows are the best aerobatic team anywhere in the world. They fly at hundreds of miles an hour just metres apart from each other. They train for seven months before they even display their manoeuvres near the public. The skill of formation flying is essentiallytriangulating a position. It's a three-dimensional game, and pilots must trust each other to do it safely and effectively. The Red Arrows have been flying since 1980. They are based in Lincolnshire, but have a base in RAF Leamington Spa, Warwickshire, in the West Midlands, and an air base in the North of England. They have a total of nine aircraft on display at the Royal Air Force Museum in Wiltshire, which is home to the Red Arrows' home base. The RAF Museum is open to the public, and has a range of activities for the public to visit, including a museum of aerobatics, a flying museum, and a flying centre. The museum is open from 9am to 10pm every day, and is open for business from 9pm to 11pm on weekdays. It is also open on the weekend, but is closed on Sundays and public holidays. The Museum's website can be found here: http://www.royalairforcemuseum.org.uk/."
215,"Why European Clocks are Running Slow, and British Clocks Aren't","The European grid has been slightly underpowered since the middle of January. Clocks over in Europe have lost six minutes over the last couple of months. Power grids on this side of the Atlantic run at a frequency of 50 hertz, fifty cycles a second. Britain's grid is connected through two undersea cables, one under the English Channel from France, and the other one from the Netherlands, which is near... the Isle of Grain, near the coast of England. The grid is not synchronised to the British National Grid here. The problem is that the British grid is going to run at 50 British cycles aSecond, as Her Majesty intended, while mainland Europe's is running at 49.996 hertz. The solution is to get the European grid back up to frequency, and hopefully politics will solve that. But when it is fixed, should the European authorities bring the grid back to 50? Or should they run it slightly fast for a few weeks? If they do, it'll bring everything back that wasn't manually corrected... but anyone who has already changed their clocks will then find them starting to run six minutes fast. Or they're showing 12:00 because no-one's bothered to program them, because they're not the point, not at the point."
216,The Moiré Effect Lights That Guide Ships Home,"The light is based on moiré patterns, which are the extra lines and patches that appear when you have two similar but slightly different patterns overlaid on each other. The patterns are set up so that if you're looking straight at that light, you see parallel lines. If you're to either side, the arrows formed by the patterns tell you which way to go. The light follows the path of an underwater signal, where you shouldn't drop anchor. It was patented by Lars Bergkvist and Ivan Forsen, from Sweden, in the late 1970s, but the patent was then assigned to a company called Inogon, or ""Inogon leading mark"" The light isn't being used to guide people in the water, but it's a very expensive guide for people to pass through. It's a really good idea that I couldn't believe it wasn't well-known. I considered starting a new series of videoscalled ""I Don’t Know"" just to see if anyone knew more about it, because it's genius and I wanted to understand it. But if anyone does know more, please share it with us at CNN iReport. Back to the page you came from.""I Don't Know"" is CNN Tech's weekly, offbeat look at what's trending on the Web."
217,Launching An Entire Fireworks Display At Once,"Fireworks display company has changed the way they set off fireworks. Instead of a 10 minute sequence, they're going to fire all of the cues almost instantaneously together. The change has been described as a technical hitch or, worse, human error. But the company says the problem is not with the human, it's with the button that fires the fireworks. The company's prelaunch checklist is designed to make sure the system is ready for the show. It's all about'mitigating against' anything that could go wrong, says the company's chief executive. The firework display is set to go off in 10 seconds, rather than the usual 10 minutes. The show will be an aerial show with shells fired out of tubes that you can see behind us. It will also include ground-level effects such as mines and mines without the lifting charge, and a couple of slices that will throw out width. The fireworks will be launched up to height, throwing stars out ranging from 60 to 120 metres. The display will be held at the Sydney Opera House until the end of the day on Sunday. The event is open to the public and is open from 9pm-11pm, with tickets costing £20-£30. For more information, go to: http://www.globaltimes.co.uk/news/world/2013/01/26/3838/globally/fireworks-show-to-be-held-in- Sydney-from-9pm-10pm.html.html?storylink=true."
218,The European City Centre With No Street Names,"Mannheim, Germany, is the only city in the world where streets don't have names. Instead, they're just numbers and blocks, and are known as Quadrates. Google and Microsoft can't cope with this, and refuse to use it on their maps. But OpenStreetMap, which is community-led, recognises addresses but not individual blocks. It will be fixed within a few hours of this video being uploaded to YouTube. The full video is here: http://www.cnn.com/2013/01/28/technology/mannheim-quadrates-street-names.html#storylink=cpy. The video is also available on iTunes, Amazon, Google Play, and the App Store. For more information, visit the Mannheim Quadrates website: http:/www.mannheimer.org/quadrate.html. For confidential support call the Samaritans on 08457 90 90 90, visit a local Samaritans branch or see www.samaritans.org for details. In the U.S. call the National Suicide Prevention Line on 1-800-273-8255 or visit http:www.suicidepreventionlifeline.org/. For confidential. support in the UK, call the national suicide Prevention Lifeline on 0800-825-7255 or click here."
219,Making Artificial Earthquakes with a Four-Tonne Steel Ball,"Emil Wiechert created the first real working seismometer in 1903. His assistant, Mintrop, used dynamite to measure the size of an oil field in Mexico. The equipment we have here started to work in 1903, and it's still working. We take the flame of a paraffin burner to get soot onto a piece of paper. We think we are the only ones in the world who are doing that. It's a lot easier to set up and calibrate an earthquake detector if you can make the ground shake yourself. The researchers here a century ago could create a tiny artificial earthquake and then measure it. This knowledge spread all over the world. But nowadays there's much better equipment for figuring out what's under the earth's surface but, uh, it's not quite as dramatic. I told you your camera would fall...! [laughter] It's still rolling! It's not as dramatic as I'd hoped. But it's a good reminder of the power of the human mind. It can be used to help us understand the world we live in, and to make better decisions about the future. It is also a great way to learn about our planet's geological history, and the history of our own planet, as well as how we got here."
220,"Faceswapping, Unethical Videos, and Future Shock","A new app lets you swap your face into movie scenes. The code for the app has been around for a couple of months. It was developed and used to create non-consensual pornography. The software is available for anyone with a Windows 10 PC, a powerful Nvidia graphics card, moderate tech skills and poor or no sense of empathy. It shows you a load of faces that look like some sort of ham-wall of ham. The right one is what it's looking for. After 10 minutes, they're starting to become'recognisable' After 24 hours of training, it's nearly a whirring fans and nearly a blurred-over-graphics card, it was blurred. But after 48 hours, I thought that some of it might be good enough to try, so here's the question: with 48 hours oftraining, you can still convincingly still look at all of these faces. Do you recognise any of these people? If so, send us a video to jennifer.smith@mailonline.co.uk or tweet @jennifer_smith. If you don't, send me a video of your own, and I'll send it to you. I'm not going to show anything adult-rated or ethically questionable in this video."
221,Controlling An Airport From 80 Miles Away,"London City Airport is building a new control tower to replace the 30-year-old one. But that new tower won't have any people in it. It'll just be a tall mast with a lot of cameras. The people will be 80 miles away. The new tower will go live in January 2020. It will be the first one in a major city with this level of air traffic. The data is compressed at site and squirted down a couple of big pipes down to Swanwick. If a screen fails, the system is clever enough to recognise that the screen has failed, then transmit that image onto a spare screen. The cameras, in their entirety, fail, but we effectively manage the transition to the same type of operation. If the cameras fail, we just manage that transition slowly, slowly. We don't want this to sound like a sponsored video. But having visited the new control centre in the new centre of London isn't rational. It isn't the rational part of the brain of my brain. It's just the part that's in the brain in the centre of the body. It doesn't come from the same brain as the rest of the human brain. But it's a good, solid, solid part of your brain, that's for sure."
